partsid,totalcfp,cfp
P00002,0.0,7.181
P00006,0.0,4.453
P00008,0.0,2.447
P00011,0.0,7.403
P00014,0.0,3.091
P00017,0.0,9.249
P00020,0.0,0.167
P00021,0.0,3.509
P00024,0.0,7.628
P00026,0.0,1.621
P00030,0.0,6.476
P00033,0.0,5.037
P00035,0.0,2.218
P00036,0.0,5.018
P00038,0.0,4.348
P00041,0.0,2.268
P00043,0.0,4.915
P00045,0.0,8.3
P00049,0.0,6.692
P00053,0.0,5.783
P00058,0.0,7.49
P00065,0.0,0.254
P00068,0.0,3.156
P00070,0.0,4.144
P00076,0.0,1.395
P00087,0.0,0.999
P00089,0.0,0.807
P00090,0.0,0.035
P00095,0.0,0.229
P00096,0.0,1.374
P00098,0.0,3.795
P00100,0.0,6.048
P00102,0.0,1.038
P00107,0.0,5.296
P00114,0.0,7.891
P00115,0.0,7.941
P00116,0.0,9.844
P00117,0.0,6.329
P00120,0.0,8.096
P00122,0.0,1.758
P00125,0.0,3.856
P00129,0.0,5.095
P00134,0.0,0.502
P00135,0.0,2.339
P00137,0.0,1.232
P00139,0.0,4.459
P00141,0.0,0.919
P00144,0.0,3.617
P00150,0.0,7.186
P00151,0.0,5.493
P00154,0.0,4.542
P00157,0.0,2.854
P00162,0.0,1.73
P00166,0.0,0.246
P00167,0.0,6.731
P00170,0.0,5.249
P00173,0.0,2.839
P00176,0.0,8.351
P00182,0.0,1.936
P00184,0.0,6.929
P00185,0.0,8.821
P00187,0.0,7.138
P00190,0.0,3.163
P00192,0.0,6.211
P00193,0.0,6.291
P00197,0.0,3.468
P00202,0.0,3.501
P00204,0.0,8.944
P00209,0.0,3.418
P00212,0.0,6.932
P00215,0.0,9.109
P00226,0.0,6.869
P00228,0.0,0.685
P00229,0.0,6.701
P00231,0.0,0.532
P00234,0.0,8.284
P00239,0.0,7.055
P00240,0.0,8.235
P00241,0.0,3.168
P00242,0.0,2.201
P00247,0.0,6.917
P00254,0.0,5.77
P00265,0.0,4.965
P00267,0.0,4.83
P00270,0.0,9.296
P00271,0.0,0.811
P00274,0.0,8.568
P00276,0.0,0.727
P00278,0.0,9.719
P00281,0.0,3.382
P00282,0.0,4.048
P00283,0.0,8.915
P00289,0.0,7.423
P00293,0.0,6.865
P00294,0.0,4.362
P00295,0.0,5.036
P00297,0.0,3.437
P00302,0.0,1.155
P00309,0.0,9.186
P00312,0.0,3.896
P00314,0.0,0.33
P00319,0.0,1.257
P00320,0.0,5.218
P00321,0.0,5.746
P00323,0.0,3.944
P00327,0.0,2.046
P00328,0.0,8.839
P00329,0.0,7.819
P00331,0.0,7.922
P00332,0.0,4.67
P00335,0.0,4.461
P00338,0.0,8.969
P00339,0.0,6.421
P00341,0.0,4.806
P00342,0.0,1.779
P00346,0.0,1.268
P00347,0.0,2.347
P00353,0.0,3.649
P00354,0.0,7.3
P00364,0.0,8.059
P00368,0.0,4.195
P00369,0.0,9.432
P00372,0.0,5.498
P00375,0.0,9.231
P00376,0.0,2.715
P00380,0.0,6.93
P00383,0.0,4.561
P00391,0.0,2.355
P00393,0.0,6.811
P00394,0.0,1.772
P00402,0.0,9.516
